ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
11/7/2000	REP	Republican	PRE	President of the United States	HIL	Hillsborough			320	320	Cheney	Bush	/	180760
11/7/2000	REP	Republican	PRE	President of the United States	HOL	Holmes			17	17	Cheney	Bush	/	5011
11/7/2000	REP	Republican	PRE	President of the United States	IND	Indian River			38	38	Cheney	Bush	/	28635
11/7/2000	REP	Republican	PRE	President of the United States	JAC	Jackson			28	28	Cheney	Bush	/	9138
11/7/2000	REP	Republican	PRE	President of the United States	JEF	Jefferson			13	13	Cheney	Bush	/	2478
11/7/2000	REP	Republican	PRE	President of the United States	LAF	Lafayette			5	5	Cheney	Bush	/	1670
11/7/2000	REP	Republican	PRE	President of the United States	LAK	Lake			86	86	Cheney	Bush	/	50010
11/7/2000	REP	Republican	PRE	President of the United States	LEE	Lee			150	150	Cheney	Bush	/	106141
11/7/2000	REP	Republican	PRE	President of the United States	LEO	Leon			95	95	Cheney	Bush	/	39062
11/7/2000	REP	Republican	PRE	President of the United States	LEV	Levy			21	21	Cheney	Bush	/	6858
11/7/2000	REP	Republican	PRE	President of the United States	LIB	Liberty			8	8	Cheney	Bush	/	1317
11/7/2000	REP	Republican	PRE	President of the United States	MAD	Madison			11	11	Cheney	Bush	/	3038
11/7/2000	REP	Republican	PRE	President of the United States	MAN	Manatee			135	135	Cheney	Bush	/	57952
11/7/2000	REP	Republican	PRE	President of the United States	MRN	Marion			96	96	Cheney	Bush	/	55141
11/7/2000	REP	Republican	PRE	President of the United States	MRT	Martin			40	40	Cheney	Bush	/	33970
11/7/2000	REP	Republican	PRE	President of the United States	DAD	Miami-Dade			617	617	Cheney	Bush	/	289533
11/7/2000	REP	Republican	PRE	President of the United States	MON	Monroe			33	33	Cheney	Bush	/	16059
11/7/2000	REP	Republican	PRE	President of the United States	NAS	Nassau			21	21	Cheney	Bush	/	16404
11/7/2000	REP	Republican	PRE	President of the United States	OKA	Okaloosa			48	48	Cheney	Bush	/	52093
11/7/2000	REP	Republican	PRE	President of the United States	OKE	Okeechobee			18	18	Cheney	Bush	/	5057
11/7/2000	REP	Republican	PRE	President of the United States	ORA	Orange			232	232	Cheney	Bush	/	134517
11/7/2000	REP	Republican	PRE	President of the United States	OSC	Osceola			66	66	Cheney	Bush	/	26212
11/7/2000	REP	Republican	PRE	President of the United States	PAL	Palm Beach			531	531	Cheney	Bush	/	152951
11/7/2000	REP	Republican	PRE	President of the United States	PAS	Pasco			132	132	Cheney	Bush	/	68582
11/7/2000	REP	Republican	PRE	President of the United States	PIN	Pinellas			345	345	Cheney	Bush	/	184825
11/7/2000	REP	Republican	PRE	President of the United States	POL	Polk			163	163	Cheney	Bush	/	90295
11/7/2000	REP	Republican	PRE	President of the United States	PUT	Putnam			50	50	Cheney	Bush	/	13447
11/7/2000	REP	Republican	PRE	President of the United States	SAN	Santa Rosa			37	37	Cheney	Bush	/	36274
11/7/2000	REP	Republican	PRE	President of the United States	SAR	Sarasota			143	143	Cheney	Bush	/	83100
11/7/2000	REP	Republican	PRE	President of the United States	SEM	Seminole			133	133	Cheney	Bush	/	75677
11/7/2000	REP	Republican	PRE	President of the United States	STJ	St. Johns			58	58	Cheney	Bush	/	39546
11/7/2000	REP	Republican	PRE	President of the United States	STL	St. Lucie			78	78	Cheney	Bush	/	34705
11/7/2000	REP	Republican	PRE	President of the United States	SUM	Sumter			24	24	Cheney	Bush	/	12127
11/7/2000	REP	Republican	PRE	President of the United States	SUW	Suwannee			16	16	Cheney	Bush	/	8006
11/7/2000	REP	Republican	PRE	President of the United States	TAY	Taylor			14	14	Cheney	Bush	/	4056
11/7/2000	REP	Republican	PRE	President of the United States	UNI	Union			11	11	Cheney	Bush	/	2332
11/7/2000	REP	Republican	PRE	President of the United States	VOL	Volusia			172	172	Cheney	Bush	/	82357
11/7/2000	REP	Republican	PRE	President of the United States	WAK	Wakulla			12	12	Cheney	Bush	/	4512
11/7/2000	REP	Republican	PRE	President of the United States	WAL	Walton			33	33	Cheney	Bush	/	12182
11/7/2000	REP	Republican	PRE	President of the United States	WAS	Washington			16	16	Cheney	Bush	/	4994
11/7/2000	DEM	Democrat	PRE	President of the United States	ALA	Alachua			53	53	Lieberman	Gore	/	47365
11/7/2000	DEM	Democrat	PRE	President of the United States	BAK	Baker			8	8	Lieberman	Gore	/	2392
11/7/2000	DEM	Democrat	PRE	President of the United States	BAY	Bay			49	49	Lieberman	Gore	/	18850
11/7/2000	DEM	Democrat	PRE	President of the United States	BRA	Bradford			20	20	Lieberman	Gore	/	3075
11/7/2000	DEM	Democrat	PRE	President of the United States	BRE	Brevard			177	177	Lieberman	Gore	/	97318
11/7/2000	DEM	Democrat	PRE	President of the United States	BRO	Broward			609	609	Lieberman	Gore	/	387703
11/7/2000	DEM	Democrat	PRE	President of the United States	CAL	Calhoun			14	14	Lieberman	Gore	/	2155
11/7/2000	DEM	Democrat	PRE	President of the United States	CHA	Charlotte			63	63	Lieberman	Gore	/	29645
11/7/2000	DEM	Democrat	PRE	President of the United States	CIT	Citrus			35	35	Lieberman	Gore	/	25525
11/7/2000	DEM	Democrat	PRE	President of the United States	CLA	Clay			52	52	Lieberman	Gore	/	14632
11/7/2000	DEM	Democrat	PRE	President of the United States	CLL	Collier			96	96	Lieberman	Gore	/	29921
11/7/2000	DEM	Democrat	PRE	President of the United States	CLM	Columbia			31	31	Lieberman	Gore	/	7047
11/7/2000	DEM	Democrat	PRE	President of the United States	DES	Desoto			15	15	Lieberman	Gore	/	3320
11/7/2000	DEM	Democrat	PRE	President of the United States	DIX	Dixie			11	11	Lieberman	Gore	/	1826
11/7/2000	DEM	Democrat	PRE	President of the United States	DUV	Duval			268	268	Lieberman	Gore	/	107864
11/7/2000	DEM	Democrat	PRE	President of the United States	ESC	Escambia			109	109	Lieberman	Gore	/	40943
11/7/2000	DEM	Democrat	PRE	President of the United States	FLA	Flagler			27	27	Lieberman	Gore	/	13897
11/7/2000	DEM	Democrat	PRE	President of the United States	FRA	Franklin			8	8	Lieberman	Gore	/	2046
11/7/2000	DEM	Democrat	PRE	President of the United States	GAD	Gadsden			16	16	Lieberman	Gore	/	9735
11/7/2000	DEM	Democrat	PRE	President of the United States	GIL	Gilchrist			14	14	Lieberman	Gore	/	1910
11/7/2000	DEM	Democrat	PRE	President of the United States	GLA	Glades			13	13	Lieberman	Gore	/	1442
11/7/2000	DEM	Democrat	PRE	President of the United States	GUL	Gulf			14	14	Lieberman	Gore	/	2397
11/7/2000	DEM	Democrat	PRE	President of the United States	HAM	Hamilton			8	8	Lieberman	Gore	/	1722
11/7/2000	DEM	Democrat	PRE	President of the United States	HAR	Hardee			12	12	Lieberman	Gore	/	2339
11/7/2000	DEM	Democrat	PRE	President of the United States	HEN	Hendry			22	22	Lieberman	Gore	/	3240
11/7/2000	DEM	Democrat	PRE	President of the United States	HER	Hernando			51	51	Lieberman	Gore	/	32644
11/7/2000	DEM	Democrat	PRE	President of the United States	HIG	Highlands			24	24	Lieberman	Gore	/	14167
11/7/2000	DEM	Democrat	PRE	President of the United States	HIL	Hillsborough			320	320	Lieberman	Gore	/	169557
11/7/2000	DEM	Democrat	PRE	President of the United States	HOL	Holmes			17	17	Lieberman	Gore	/	2177
11/7/2000	DEM	Democrat	PRE	President of the United States	IND	Indian River			38	38	Lieberman	Gore	/	19768
11/7/2000	DEM	Democrat	PRE	President of the United States	JAC	Jackson			28	28	Lieberman	Gore	/	6868
11/7/2000	DEM	Democrat	PRE	President of the United States	JEF	Jefferson			13	13	Lieberman	Gore	/	3041
11/7/2000	DEM	Democrat	PRE	President of the United States	LAF	Lafayette			5	5	Lieberman	Gore	/	789
11/7/2000	DEM	Democrat	PRE	President of the United States	LAK	Lake			86	86	Lieberman	Gore	/	36571
11/7/2000	DEM	Democrat	PRE	President of the United States	LEE	Lee			150	150	Lieberman	Gore	/	73560
11/7/2000	DEM	Democrat	PRE	President of the United States	LEO	Leon			95	95	Lieberman	Gore	/	61427
11/7/2000	DEM	Democrat	PRE	President of the United States	LEV	Levy			21	21	Lieberman	Gore	/	5398
11/7/2000	DEM	Democrat	PRE	President of the United States	LIB	Liberty			8	8	Lieberman	Gore	/	1017
11/7/2000	DEM	Democrat	PRE	President of the United States	MAD	Madison			11	11	Lieberman	Gore	/	3014
11/7/2000	DEM	Democrat	PRE	President of the United States	MAN	Manatee			135	135	Lieberman	Gore	/	49177
11/7/2000	DEM	Democrat	PRE	President of the United States	MRN	Marion			96	96	Lieberman	Gore	/	44665
11/7/2000	DEM	Democrat	PRE	President of the United States	MRT	Martin			40	40	Lieberman	Gore	/	26620
11/7/2000	DEM	Democrat	PRE	President of the United States	DAD	Miami-Dade			617	617	Lieberman	Gore	/	328808
11/7/2000	DEM	Democrat	PRE	President of the United States	MON	Monroe			33	33	Lieberman	Gore	/	16483
11/7/2000	DEM	Democrat	PRE	President of the United States	NAS	Nassau			21	21	Lieberman	Gore	/	6952
11/7/2000	DEM	Democrat	PRE	President of the United States	OKA	Okaloosa			48	48	Lieberman	Gore	/	16948
11/7/2000	DEM	Democrat	PRE	President of the United States	OKE	Okeechobee			18	18	Lieberman	Gore	/	4588
11/7/2000	DEM	Democrat	PRE	President of the United States	ORA	Orange			232	232	Lieberman	Gore	/	140220
11/7/2000	DEM	Democrat	PRE	President of the United States	OSC	Osceola			66	66	Lieberman	Gore	/	28181
11/7/2000	DEM	Democrat	PRE	President of the United States	PAL	Palm Beach			531	531	Lieberman	Gore	/	269732
11/7/2000	DEM	Democrat	PRE	President of the United States	PAS	Pasco			132	132	Lieberman	Gore	/	69564
11/7/2000	DEM	Democrat	PRE	President of the United States	PIN	Pinellas			345	345	Lieberman	Gore	/	200630
11/7/2000	DEM	Democrat	PRE	President of the United States	POL	Polk			163	163	Lieberman	Gore	/	75200
11/7/2000	DEM	Democrat	PRE	President of the United States	PUT	Putnam			50	50	Lieberman	Gore	/	12102
11/7/2000	DEM	Democrat	PRE	President of the United States	SAN	Santa Rosa			37	37	Lieberman	Gore	/	12802
11/7/2000	DEM	Democrat	PRE	President of the United States	SAR	Sarasota			143	143	Lieberman	Gore	/	72853
11/7/2000	DEM	Democrat	PRE	President of the United States	SEM	Seminole			133	133	Lieberman	Gore	/	59174
11/7/2000	DEM	Democrat	PRE	President of the United States	STJ	St. Johns			58	58	Lieberman	Gore	/	19502
11/7/2000	DEM	Democrat	PRE	President of the United States	STL	St. Lucie			78	78	Lieberman	Gore	/	41559
11/7/2000	DEM	Democrat	PRE	President of the United States	SUM	Sumter			24	24	Lieberman	Gore	/	9637
11/7/2000	DEM	Democrat	PRE	President of the United States	SUW	Suwannee			16	16	Lieberman	Gore	/	4075
11/7/2000	DEM	Democrat	PRE	President of the United States	TAY	Taylor			14	14	Lieberman	Gore	/	2649
11/7/2000	DEM	Democrat	PRE	President of the United States	UNI	Union			11	11	Lieberman	Gore	/	1407
11/7/2000	DEM	Democrat	PRE	President of the United States	VOL	Volusia			172	172	Lieberman	Gore	/	97304
11/7/2000	DEM	Democrat	PRE	President of the United States	WAK	Wakulla			12	12	Lieberman	Gore	/	3838
11/7/2000	DEM	Democrat	PRE	President of the United States	WAL	Walton			33	33	Lieberman	Gore	/	5642
11/7/2000	DEM	Democrat	PRE	President of the United States	WAS	Washington			16	16	Lieberman	Gore	/	2798
11/7/2000	LIB	Libertarian	PRE	President of the United States	ALA	Alachua			53	53	Olivier	Browne	/	658
11/7/2000	LIB	Libertarian	PRE	President of the United States	BAK	Baker			8	8	Olivier	Browne	/	17
11/7/2000	LIB	Libertarian	PRE	President of the United States	BAY	Bay			49	49	Olivier	Browne	/	171
11/7/2000	LIB	Libertarian	PRE	President of the United States	BRA	Bradford			20	20	Olivier	Browne	/	28
11/7/2000	LIB	Libertarian	PRE	President of the United States	BRE	Brevard			177	177	Olivier	Browne	/	643
11/7/2000	LIB	Libertarian	PRE	President of the United States	BRO	Broward			609	609	Olivier	Browne	/	1217
11/7/2000	LIB	Libertarian	PRE	President of the United States	CAL	Calhoun			14	14	Olivier	Browne	/	10
11/7/2000	LIB	Libertarian	PRE	President of the United States	CHA	Charlotte			63	63	Olivier	Browne	/	127
11/7/2000	LIB	Libertarian	PRE	President of the United States	CIT	Citrus			35	35	Olivier	Browne	/	194
11/7/2000	LIB	Libertarian	PRE	President of the United States	CLA	Clay			52	52	Olivier	Browne	/	204
11/7/2000	LIB	Libertarian	PRE	President of the United States	CLL	Collier			96	96	Olivier	Browne	/	185
11/7/2000	LIB	Libertarian	PRE	President of the United States	CLM	Columbia			31	31	Olivier	Browne	/	127
11/7/2000	LIB	Libertarian	PRE	President of the United States	DES	Desoto			15	15	Olivier	Browne	/	23
11/7/2000	LIB	Libertarian	PRE	President of the United States	DIX	Dixie			11	11	Olivier	Browne	/	32
11/7/2000	LIB	Libertarian	PRE	President of the United States	DUV	Duval			268	268	Olivier	Browne	/	952
11/7/2000	LIB	Libertarian	PRE	President of the United States	ESC	Escambia			109	109	Olivier	Browne	/	296
11/7/2000	LIB	Libertarian	PRE	President of the United States	FLA	Flagler			27	27	Olivier	Browne	/	60
11/7/2000	LIB	Libertarian	PRE	President of the United States	FRA	Franklin			8	8	Olivier	Browne	/	17
11/7/2000	LIB	Libertarian	PRE	President of the United States	GAD	Gadsden			16	16	Olivier	Browne	/	24
11/7/2000	LIB	Libertarian	PRE	President of the United States	GIL	Gilchrist			14	14	Olivier	Browne	/	52
11/7/2000	LIB	Libertarian	PRE	President of the United States	GLA	Glades			13	13	Olivier	Browne	/	12
11/7/2000	LIB	Libertarian	PRE	President of the United States	GUL	Gulf			14	14	Olivier	Browne	/	21
11/7/2000	LIB	Libertarian	PRE	President of the United States	HAM	Hamilton			8	8	Olivier	Browne	/	12
11/7/2000	LIB	Libertarian	PRE	President of the United States	HAR	Hardee			12	12	Olivier	Browne	/	17
11/7/2000	LIB	Libertarian	PRE	President of the United States	HEN	Hendry			22	22	Olivier	Browne	/	11
11/7/2000	LIB	Libertarian	PRE	President of the United States	HER	Hernando			51	51	Olivier	Browne	/	116
11/7/2000	LIB	Libertarian	PRE	President of the United States	HIG	Highlands			24	24	Olivier	Browne	/	64
11/7/2000	LIB	Libertarian	PRE	President of the United States	HIL	Hillsborough			320	320	Olivier	Browne	/	1138
11/7/2000	LIB	Libertarian	PRE	President of the United States	HOL	Holmes			17	17	Olivier	Browne	/	18
11/7/2000	LIB	Libertarian	PRE	President of the United States	IND	Indian River			38	38	Olivier	Browne	/	122
11/7/2000	LIB	Libertarian	PRE	President of the United States	JAC	Jackson			28	28	Olivier	Browne	/	40
11/7/2000	LIB	Libertarian	PRE	President of the United States	JEF	Jefferson			13	13	Olivier	Browne	/	14
11/7/2000	LIB	Libertarian	PRE	President of the United States	LAF	Lafayette			5	5	Olivier	Browne	/	6
11/7/2000	LIB	Libertarian	PRE	President of the United States	LAK	Lake			86	86	Olivier	Browne	/	204
11/7/2000	LIB	Libertarian	PRE	President of the United States	LEE	Lee			150	150	Olivier	Browne	/	538
11/7/2000	LIB	Libertarian	PRE	President of the United States	LEO	Leon			95	95	Olivier	Browne	/	330
11/7/2000	LIB	Libertarian	PRE	President of the United States	LEV	Levy			21	21	Olivier	Browne	/	92
11/7/2000	LIB	Libertarian	PRE	President of the United States	LIB	Liberty			8	8	Olivier	Browne	/	12
11/7/2000	LIB	Libertarian	PRE	President of the United States	MAD	Madison			11	11	Olivier	Browne	/	18
11/7/2000	LIB	Libertarian	PRE	President of the United States	MAN	Manatee			135	135	Olivier	Browne	/	242
11/7/2000	LIB	Libertarian	PRE	President of the United States	MRN	Marion			96	96	Olivier	Browne	/	662
11/7/2000	LIB	Libertarian	PRE	President of the United States	MRT	Martin			40	40	Olivier	Browne	/	109
11/7/2000	LIB	Libertarian	PRE	President of the United States	DAD	Miami-Dade			617	617	Olivier	Browne	/	762
11/7/2000	LIB	Libertarian	PRE	President of the United States	MON	Monroe			33	33	Olivier	Browne	/	162
11/7/2000	LIB	Libertarian	PRE	President of the United States	NAS	Nassau			21	21	Olivier	Browne	/	63
11/7/2000	LIB	Libertarian	PRE	President of the United States	OKA	Okaloosa			48	48	Olivier	Browne	/	313
11/7/2000	LIB	Libertarian	PRE	President of the United States	OKE	Okeechobee			18	18	Olivier	Browne	/	21
11/7/2000	LIB	Libertarian	PRE	President of the United States	ORA	Orange			232	232	Olivier	Browne	/	891
11/7/2000	LIB	Libertarian	PRE	President of the United States	OSC	Osceola			66	66	Olivier	Browne	/	309
11/7/2000	LIB	Libertarian	PRE	President of the United States	PAL	Palm Beach			531	531	Olivier	Browne	/	743
11/7/2000	LIB	Libertarian	PRE	President of the United States	PAS	Pasco			132	132	Olivier	Browne	/	413
11/7/2000	LIB	Libertarian	PRE	President of the United States	PIN	Pinellas			345	345	Olivier	Browne	/	1230
11/7/2000	LIB	Libertarian	PRE	President of the United States	POL	Polk			163	163	Olivier	Browne	/	366
11/7/2000	LIB	Libertarian	PRE	President of the United States	PUT	Putnam			50	50	Olivier	Browne	/	114
11/7/2000	LIB	Libertarian	PRE	President of the United States	SAN	Santa Rosa			37	37	Olivier	Browne	/	131
11/7/2000	LIB	Libertarian	PRE	President of the United States	SAR	Sarasota			143	143	Olivier	Browne	/	431
11/7/2000	LIB	Libertarian	PRE	President of the United States	SEM	Seminole			133	133	Olivier	Browne	/	550
11/7/2000	LIB	Libertarian	PRE	President of the United States	STJ	St. Johns			58	58	Olivier	Browne	/	210
11/7/2000	LIB	Libertarian	PRE	President of the United States	STL	St. Lucie			78	78	Olivier	Browne	/	165
11/7/2000	LIB	Libertarian	PRE	President of the United States	SUM	Sumter			24	24	Olivier	Browne	/	53
11/7/2000	LIB	Libertarian	PRE	President of the United States	SUW	Suwannee			16	16	Olivier	Browne	/	52
11/7/2000	LIB	Libertarian	PRE	President of the United States	TAY	Taylor			14	14	Olivier	Browne	/	4
11/7/2000	LIB	Libertarian	PRE	President of the United States	UNI	Union			11	11	Olivier	Browne	/	15
11/7/2000	LIB	Libertarian	PRE	President of the United States	VOL	Volusia			172	172	Olivier	Browne	/	444
11/7/2000	LIB	Libertarian	PRE	President of the United States	WAK	Wakulla			12	12	Olivier	Browne	/	30
11/7/2000	LIB	Libertarian	PRE	President of the United States	WAL	Walton			33	33	Olivier	Browne	/	68
11/7/2000	LIB	Libertarian	PRE	President of the United States	WAS	Washington			16	16	Olivier	Browne	/	32
11/7/2000	GRE	Green Party	PRE	President of the United States	ALA	Alachua			53	53	LaDuke	Nader	/	3226
11/7/2000	GRE	Green Party	PRE	President of the United States	BAK	Baker			8	8	LaDuke	Nader	/	53
11/7/2000	GRE	Green Party	PRE	President of the United States	BAY	Bay			49	49	LaDuke	Nader	/	828
11/7/2000	GRE	Green Party	PRE	President of the United States	BRA	Bradford			20	20	LaDuke	Nader	/	84
11/7/2000	GRE	Green Party	PRE	President of the United States	BRE	Brevard			177	177	LaDuke	Nader	/	4470
11/7/2000	GRE	Green Party	PRE	President of the United States	BRO	Broward			609	609	LaDuke	Nader	/	7104
11/7/2000	GRE	Green Party	PRE	President of the United States	CAL	Calhoun			14	14	LaDuke	Nader	/	39
11/7/2000	GRE	Green Party	PRE	President of the United States	CHA	Charlotte			63	63	LaDuke	Nader	/	1462
11/7/2000	GRE	Green Party	PRE	President of the United States	CIT	Citrus			35	35	LaDuke	Nader	/	1379
11/7/2000	GRE	Green Party	PRE	President of the United States	CLA	Clay			52	52	LaDuke	Nader	/	562
11/7/2000	GRE	Green Party	PRE	President of the United States	CLL	Collier			96	96	LaDuke	Nader	/	1400
11/7/2000	GRE	Green Party	PRE	President of the United States	CLM	Columbia			31	31	LaDuke	Nader	/	258
11/7/2000	GRE	Green Party	PRE	President of the United States	DES	Desoto			15	15	LaDuke	Nader	/	157
11/7/2000	GRE	Green Party	PRE	President of the United States	DIX	Dixie			11	11	LaDuke	Nader	/	75
11/7/2000	GRE	Green Party	PRE	President of the United States	DUV	Duval			268	268	LaDuke	Nader	/	2757
11/7/2000	GRE	Green Party	PRE	President of the United States	ESC	Escambia			109	109	LaDuke	Nader	/	1727
11/7/2000	GRE	Green Party	PRE	President of the United States	FLA	Flagler			27	27	LaDuke	Nader	/	435
11/7/2000	GRE	Green Party	PRE	President of the United States	FRA	Franklin			8	8	LaDuke	Nader	/	85
11/7/2000	GRE	Green Party	PRE	President of the United States	GAD	Gadsden			16	16	LaDuke	Nader	/	139
11/7/2000	GRE	Green Party	PRE	President of the United States	GIL	Gilchrist			14	14	LaDuke	Nader	/	97
11/7/2000	GRE	Green Party	PRE	President of the United States	GLA	Glades			13	13	LaDuke	Nader	/	56
11/7/2000	GRE	Green Party	PRE	President of the United States	GUL	Gulf			14	14	LaDuke	Nader	/	86
11/7/2000	GRE	Green Party	PRE	President of the United States	HAM	Hamilton			8	8	LaDuke	Nader	/	37
11/7/2000	GRE	Green Party	PRE	President of the United States	HAR	Hardee			12	12	LaDuke	Nader	/	75
11/7/2000	GRE	Green Party	PRE	President of the United States	HEN	Hendry			22	22	LaDuke	Nader	/	104
11/7/2000	GRE	Green Party	PRE	President of the United States	HER	Hernando			51	51	LaDuke	Nader	/	1501
11/7/2000	GRE	Green Party	PRE	President of the United States	HIG	Highlands			24	24	LaDuke	Nader	/	545
11/7/2000	GRE	Green Party	PRE	President of the United States	HIL	Hillsborough			320	320	LaDuke	Nader	/	7490
11/7/2000	GRE	Green Party	PRE	President of the United States	HOL	Holmes			17	17	LaDuke	Nader	/	94
11/7/2000	GRE	Green Party	PRE	President of the United States	IND	Indian River			38	38	LaDuke	Nader	/	950
11/7/2000	GRE	Green Party	PRE	President of the United States	JAC	Jackson			28	28	LaDuke	Nader	/	138
11/7/2000	GRE	Green Party	PRE	President of the United States	JEF	Jefferson			13	13	LaDuke	Nader	/	76
11/7/2000	GRE	Green Party	PRE	President of the United States	LAF	Lafayette			5	5	LaDuke	Nader	/	26
11/7/2000	GRE	Green Party	PRE	President of the United States	LAK	Lake			86	86	LaDuke	Nader	/	1460
11/7/2000	GRE	Green Party	PRE	President of the United States	LEE	Lee			150	150	LaDuke	Nader	/	3587
11/7/2000	GRE	Green Party	PRE	President of the United States	LEO	Leon			95	95	LaDuke	Nader	/	1932
11/7/2000	GRE	Green Party	PRE	President of the United States	LEV	Levy			21	21	LaDuke	Nader	/	284
11/7/2000	GRE	Green Party	PRE	President of the United States	LIB	Liberty			8	8	LaDuke	Nader	/	19
11/7/2000	GRE	Green Party	PRE	President of the United States	MAD	Madison			11	11	LaDuke	Nader	/	54
11/7/2000	GRE	Green Party	PRE	President of the United States	MAN	Manatee			135	135	LaDuke	Nader	/	2491
11/7/2000	GRE	Green Party	PRE	President of the United States	MRN	Marion			96	96	LaDuke	Nader	/	1809
11/7/2000	GRE	Green Party	PRE	President of the United States	MRT	Martin			40	40	LaDuke	Nader	/	1118
11/7/2000	GRE	Green Party	PRE	President of the United States	DAD	Miami-Dade			617	617	LaDuke	Nader	/	5352
11/7/2000	GRE	Green Party	PRE	President of the United States	MON	Monroe			33	33	LaDuke	Nader	/	1090
11/7/2000	GRE	Green Party	PRE	President of the United States	NAS	Nassau			21	21	LaDuke	Nader	/	253
11/7/2000	GRE	Green Party	PRE	President of the United States	OKA	Okaloosa			48	48	LaDuke	Nader	/	985
11/7/2000	GRE	Green Party	PRE	President of the United States	OKE	Okeechobee			18	18	LaDuke	Nader	/	131
11/7/2000	GRE	Green Party	PRE	President of the United States	ORA	Orange			232	232	LaDuke	Nader	/	3879
11/7/2000	GRE	Green Party	PRE	President of the United States	OSC	Osceola			66	66	LaDuke	Nader	/	732
11/7/2000	GRE	Green Party	PRE	President of the United States	PAL	Palm Beach			531	531	LaDuke	Nader	/	5565
11/7/2000	GRE	Green Party	PRE	President of the United States	PAS	Pasco			132	132	LaDuke	Nader	/	3393
11/7/2000	GRE	Green Party	PRE	President of the United States	PIN	Pinellas			345	345	LaDuke	Nader	/	10022
11/7/2000	GRE	Green Party	PRE	President of the United States	POL	Polk			163	163	LaDuke	Nader	/	2059
11/7/2000	GRE	Green Party	PRE	President of the United States	PUT	Putnam			50	50	LaDuke	Nader	/	377
11/7/2000	GRE	Green Party	PRE	President of the United States	SAN	Santa Rosa			37	37	LaDuke	Nader	/	724
11/7/2000	GRE	Green Party	PRE	President of the United States	SAR	Sarasota			143	143	LaDuke	Nader	/	4069
11/7/2000	GRE	Green Party	PRE	President of the United States	SEM	Seminole			133	133	LaDuke	Nader	/	1946
11/7/2000	GRE	Green Party	PRE	President of the United States	STJ	St. Johns			58	58	LaDuke	Nader	/	1217
11/7/2000	GRE	Green Party	PRE	President of the United States	STL	St. Lucie			78	78	LaDuke	Nader	/	1368
