ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
11/7/2000	REP	Republican	USS	United States Senator	PIN	Pinellas			345	345	McCollum	Bill		168975
11/7/2000	REP	Republican	USS	United States Senator	POL	Polk			163	163	McCollum	Bill		80004
11/7/2000	REP	Republican	USS	United States Senator	PUT	Putnam			50	50	McCollum	Bill		11876
11/7/2000	REP	Republican	USS	United States Senator	SAN	Santa Rosa			37	37	McCollum	Bill		33684
11/7/2000	REP	Republican	USS	United States Senator	SAR	Sarasota			143	143	McCollum	Bill		80641
11/7/2000	REP	Republican	USS	United States Senator	SEM	Seminole			133	133	McCollum	Bill		69865
11/7/2000	REP	Republican	USS	United States Senator	STJ	St. Johns			58	58	McCollum	Bill		37275
11/7/2000	REP	Republican	USS	United States Senator	STL	St. Lucie			78	78	McCollum	Bill		33050
11/7/2000	REP	Republican	USS	United States Senator	SUM	Sumter			24	24	McCollum	Bill		11384
11/7/2000	REP	Republican	USS	United States Senator	SUW	Suwannee			16	16	McCollum	Bill		6789
11/7/2000	REP	Republican	USS	United States Senator	TAY	Taylor			14	14	McCollum	Bill		3405
11/7/2000	REP	Republican	USS	United States Senator	UNI	Union			11	11	McCollum	Bill		1827
11/7/2000	REP	Republican	USS	United States Senator	VOL	Volusia			172	172	McCollum	Bill		76207
11/7/2000	REP	Republican	USS	United States Senator	WAK	Wakulla			12	12	McCollum	Bill		3778
11/7/2000	REP	Republican	USS	United States Senator	WAL	Walton			33	33	McCollum	Bill		10299
11/7/2000	REP	Republican	USS	United States Senator	WAS	Washington			16	16	McCollum	Bill		3672
11/7/2000	DEM	Democrat	USS	United States Senator	ALA	Alachua			53	53	Nelson	Bill		49091
11/7/2000	DEM	Democrat	USS	United States Senator	BAK	Baker			8	8	Nelson	Bill		3104
11/7/2000	DEM	Democrat	USS	United States Senator	BAY	Bay			49	49	Nelson	Bill		22914
11/7/2000	DEM	Democrat	USS	United States Senator	BRA	Bradford			20	20	Nelson	Bill		4118
11/7/2000	DEM	Democrat	USS	United States Senator	BRE	Brevard			177	177	Nelson	Bill		112255
11/7/2000	DEM	Democrat	USS	United States Senator	BRO	Broward			609	609	Nelson	Bill		377081
11/7/2000	DEM	Democrat	USS	United States Senator	CAL	Calhoun			14	14	Nelson	Bill		2809
11/7/2000	DEM	Democrat	USS	United States Senator	CHA	Charlotte			63	63	Nelson	Bill		28947
11/7/2000	DEM	Democrat	USS	United States Senator	CIT	Citrus			35	35	Nelson	Bill		27581
11/7/2000	DEM	Democrat	USS	United States Senator	CLA	Clay			52	52	Nelson	Bill		16098
11/7/2000	DEM	Democrat	USS	United States Senator	CLL	Collier			96	96	Nelson	Bill		28211
11/7/2000	DEM	Democrat	USS	United States Senator	CLM	Columbia			31	31	Nelson	Bill		8942
11/7/2000	DEM	Democrat	USS	United States Senator	DES	Desoto			15	15	Nelson	Bill		3594
11/7/2000	DEM	Democrat	USS	United States Senator	DIX	Dixie			11	11	Nelson	Bill		2450
11/7/2000	DEM	Democrat	USS	United States Senator	DUV	Duval			268	268	Nelson	Bill		121850
11/7/2000	DEM	Democrat	USS	United States Senator	ESC	Escambia			109	109	Nelson	Bill		45899
11/7/2000	DEM	Democrat	USS	United States Senator	FLA	Flagler			27	27	Nelson	Bill		13980
11/7/2000	DEM	Democrat	USS	United States Senator	FRA	Franklin			8	8	Nelson	Bill		2499
11/7/2000	DEM	Democrat	USS	United States Senator	GAD	Gadsden			16	16	Nelson	Bill		10722
11/7/2000	DEM	Democrat	USS	United States Senator	GIL	Gilchrist			14	14	Nelson	Bill		2558
11/7/2000	DEM	Democrat	USS	United States Senator	GLA	Glades			13	13	Nelson	Bill		1649
11/7/2000	DEM	Democrat	USS	United States Senator	GUL	Gulf			14	14	Nelson	Bill		3393
11/7/2000	DEM	Democrat	USS	United States Senator	HAM	Hamilton			8	8	Nelson	Bill		2172
11/7/2000	DEM	Democrat	USS	United States Senator	HAR	Hardee			12	12	Nelson	Bill		2972
11/7/2000	DEM	Democrat	USS	United States Senator	HEN	Hendry			22	22	Nelson	Bill		3760
11/7/2000	DEM	Democrat	USS	United States Senator	HER	Hernando			51	51	Nelson	Bill		32916
11/7/2000	DEM	Democrat	USS	United States Senator	HIG	Highlands			24	24	Nelson	Bill		15102
11/7/2000	DEM	Democrat	USS	United States Senator	HIL	Hillsborough			320	320	Nelson	Bill		179629
11/7/2000	DEM	Democrat	USS	United States Senator	HOL	Holmes			17	17	Nelson	Bill		3201
11/7/2000	DEM	Democrat	USS	United States Senator	IND	Indian River			38	38	Nelson	Bill		21050
11/7/2000	DEM	Democrat	USS	United States Senator	JAC	Jackson			28	28	Nelson	Bill		8648
11/7/2000	DEM	Democrat	USS	United States Senator	JEF	Jefferson			13	13	Nelson	Bill		3513
11/7/2000	DEM	Democrat	USS	United States Senator	LAF	Lafayette			5	5	Nelson	Bill		1299
11/7/2000	DEM	Democrat	USS	United States Senator	LAK	Lake			86	86	Nelson	Bill		40741
11/7/2000	DEM	Democrat	USS	United States Senator	LEE	Lee			150	150	Nelson	Bill		69308
11/7/2000	DEM	Democrat	USS	United States Senator	LEO	Leon			95	95	Nelson	Bill		61731
11/7/2000	DEM	Democrat	USS	United States Senator	LEV	Levy			21	21	Nelson	Bill		6652
11/7/2000	DEM	Democrat	USS	United States Senator	LIB	Liberty			8	8	Nelson	Bill		1375
11/7/2000	DEM	Democrat	USS	United States Senator	MAD	Madison			11	11	Nelson	Bill		3528
11/7/2000	DEM	Democrat	USS	United States Senator	MAN	Manatee			135	135	Nelson	Bill		51396
11/7/2000	DEM	Democrat	USS	United States Senator	MRN	Marion			96	96	Nelson	Bill		48947
11/7/2000	DEM	Democrat	USS	United States Senator	MRT	Martin			40	40	Nelson	Bill		22709
11/7/2000	DEM	Democrat	USS	United States Senator	DAD	Miami-Dade			617	617	Nelson	Bill		304893
11/7/2000	DEM	Democrat	USS	United States Senator	MON	Monroe			33	33	Nelson	Bill		16588
11/7/2000	DEM	Democrat	USS	United States Senator	NAS	Nassau			21	21	Nelson	Bill		8489
11/7/2000	DEM	Democrat	USS	United States Senator	OKA	Okaloosa			48	48	Nelson	Bill		18693
11/7/2000	DEM	Democrat	USS	United States Senator	OKE	Okeechobee			18	18	Nelson	Bill		5320
11/7/2000	DEM	Democrat	USS	United States Senator	ORA	Orange			232	232	Nelson	Bill		140927
11/7/2000	DEM	Democrat	USS	United States Senator	OSC	Osceola			66	66	Nelson	Bill		29722
11/7/2000	DEM	Democrat	USS	United States Senator	PAL	Palm Beach			531	531	Nelson	Bill		270452
11/7/2000	DEM	Democrat	USS	United States Senator	PAS	Pasco			132	132	Nelson	Bill		73344
11/7/2000	DEM	Democrat	USS	United States Senator	PIN	Pinellas			345	345	Nelson	Bill		208927
11/7/2000	DEM	Democrat	USS	United States Senator	POL	Polk			163	163	Nelson	Bill		81484
11/7/2000	DEM	Democrat	USS	United States Senator	PUT	Putnam			50	50	Nelson	Bill		13124
11/7/2000	DEM	Democrat	USS	United States Senator	SAN	Santa Rosa			37	37	Nelson	Bill		14516
11/7/2000	DEM	Democrat	USS	United States Senator	SAR	Sarasota			143	143	Nelson	Bill		71434
11/7/2000	DEM	Democrat	USS	United States Senator	SEM	Seminole			133	133	Nelson	Bill		63037
11/7/2000	DEM	Democrat	USS	United States Senator	STJ	St. Johns			58	58	Nelson	Bill		20558
11/7/2000	DEM	Democrat	USS	United States Senator	STL	St. Lucie			78	78	Nelson	Bill		41082
11/7/2000	DEM	Democrat	USS	United States Senator	SUM	Sumter			24	24	Nelson	Bill		10271
11/7/2000	DEM	Democrat	USS	United States Senator	SUW	Suwannee			16	16	Nelson	Bill		5528
11/7/2000	DEM	Democrat	USS	United States Senator	TAY	Taylor			14	14	Nelson	Bill		3454
11/7/2000	DEM	Democrat	USS	United States Senator	UNI	Union			11	11	Nelson	Bill		1915
11/7/2000	DEM	Democrat	USS	United States Senator	VOL	Volusia			172	172	Nelson	Bill		99267
11/7/2000	DEM	Democrat	USS	United States Senator	WAK	Wakulla			12	12	Nelson	Bill		4496
11/7/2000	DEM	Democrat	USS	United States Senator	WAL	Walton			33	33	Nelson	Bill		6854
11/7/2000	DEM	Democrat	USS	United States Senator	WAS	Washington			16	16	Nelson	Bill		4071
11/7/2000	LAW	Natural Law Party	USS	United States Senator	ALA	Alachua			53	53	Simonetta	Joe		240
11/7/2000	LAW	Natural Law Party	USS	United States Senator	BAK	Baker			8	8	Simonetta	Joe		18
11/7/2000	LAW	Natural Law Party	USS	United States Senator	BAY	Bay			49	49	Simonetta	Joe		91
11/7/2000	LAW	Natural Law Party	USS	United States Senator	BRA	Bradford			20	20	Simonetta	Joe		22
11/7/2000	LAW	Natural Law Party	USS	United States Senator	BRE	Brevard			177	177	Simonetta	Joe		457
11/7/2000	LAW	Natural Law Party	USS	United States Senator	BRO	Broward			609	609	Simonetta	Joe		3033
11/7/2000	LAW	Natural Law Party	USS	United States Senator	CAL	Calhoun			14	14	Simonetta	Joe		11
11/7/2000	LAW	Natural Law Party	USS	United States Senator	CHA	Charlotte			63	63	Simonetta	Joe		250
11/7/2000	LAW	Natural Law Party	USS	United States Senator	CIT	Citrus			35	35	Simonetta	Joe		209
11/7/2000	LAW	Natural Law Party	USS	United States Senator	CLA	Clay			52	52	Simonetta	Joe		183
11/7/2000	LAW	Natural Law Party	USS	United States Senator	CLL	Collier			96	96	Simonetta	Joe		336
11/7/2000	LAW	Natural Law Party	USS	United States Senator	CLM	Columbia			31	31	Simonetta	Joe		46
11/7/2000	LAW	Natural Law Party	USS	United States Senator	DES	Desoto			15	15	Simonetta	Joe		9
11/7/2000	LAW	Natural Law Party	USS	United States Senator	DIX	Dixie			11	11	Simonetta	Joe		12
11/7/2000	LAW	Natural Law Party	USS	United States Senator	DUV	Duval			268	268	Simonetta	Joe		922
11/7/2000	LAW	Natural Law Party	USS	United States Senator	ESC	Escambia			109	109	Simonetta	Joe		416
11/7/2000	LAW	Natural Law Party	USS	United States Senator	FLA	Flagler			27	27	Simonetta	Joe		115
11/7/2000	LAW	Natural Law Party	USS	United States Senator	FRA	Franklin			8	8	Simonetta	Joe		12
11/7/2000	LAW	Natural Law Party	USS	United States Senator	GAD	Gadsden			16	16	Simonetta	Joe		40
11/7/2000	LAW	Natural Law Party	USS	United States Senator	GIL	Gilchrist			14	14	Simonetta	Joe		21
11/7/2000	LAW	Natural Law Party	USS	United States Senator	GLA	Glades			13	13	Simonetta	Joe		23
11/7/2000	LAW	Natural Law Party	USS	United States Senator	GUL	Gulf			14	14	Simonetta	Joe		14
11/7/2000	LAW	Natural Law Party	USS	United States Senator	HAM	Hamilton			8	8	Simonetta	Joe		14
11/7/2000	LAW	Natural Law Party	USS	United States Senator	HAR	Hardee			12	12	Simonetta	Joe		16
11/7/2000	LAW	Natural Law Party	USS	United States Senator	HEN	Hendry			22	22	Simonetta	Joe		19
11/7/2000	LAW	Natural Law Party	USS	United States Senator	HER	Hernando			51	51	Simonetta	Joe		336
11/7/2000	LAW	Natural Law Party	USS	United States Senator	HIG	Highlands			24	24	Simonetta	Joe		111
11/7/2000	LAW	Natural Law Party	USS	United States Senator	HIL	Hillsborough			320	320	Simonetta	Joe		2044
11/7/2000	LAW	Natural Law Party	USS	United States Senator	HOL	Holmes			17	17	Simonetta	Joe		42
11/7/2000	LAW	Natural Law Party	USS	United States Senator	IND	Indian River			38	38	Simonetta	Joe		204
11/7/2000	LAW	Natural Law Party	USS	United States Senator	JAC	Jackson			28	28	Simonetta	Joe		30
11/7/2000	LAW	Natural Law Party	USS	United States Senator	JEF	Jefferson			13	13	Simonetta	Joe		23
11/7/2000	LAW	Natural Law Party	USS	United States Senator	LAF	Lafayette			5	5	Simonetta	Joe		8
11/7/2000	LAW	Natural Law Party	USS	United States Senator	LAK	Lake			86	86	Simonetta	Joe		183
11/7/2000	LAW	Natural Law Party	USS	United States Senator	LEE	Lee			150	150	Simonetta	Joe		893
11/7/2000	LAW	Natural Law Party	USS	United States Senator	LEO	Leon			95	95	Simonetta	Joe		193
11/7/2000	LAW	Natural Law Party	USS	United States Senator	LEV	Levy			21	21	Simonetta	Joe		43
11/7/2000	LAW	Natural Law Party	USS	United States Senator	LIB	Liberty			8	8	Simonetta	Joe		7
11/7/2000	LAW	Natural Law Party	USS	United States Senator	MAD	Madison			11	11	Simonetta	Joe		25
11/7/2000	LAW	Natural Law Party	USS	United States Senator	MAN	Manatee			135	135	Simonetta	Joe		420
11/7/2000	LAW	Natural Law Party	USS	United States Senator	MRN	Marion			96	96	Simonetta	Joe		277
11/7/2000	LAW	Natural Law Party	USS	United States Senator	MRT	Martin			40	40	Simonetta	Joe		230
11/7/2000	LAW	Natural Law Party	USS	United States Senator	DAD	Miami-Dade			617	617	Simonetta	Joe		2910
11/7/2000	LAW	Natural Law Party	USS	United States Senator	MON	Monroe			33	33	Simonetta	Joe		81
11/7/2000	LAW	Natural Law Party	USS	United States Senator	NAS	Nassau			21	21	Simonetta	Joe		52
11/7/2000	LAW	Natural Law Party	USS	United States Senator	OKA	Okaloosa			48	48	Simonetta	Joe		185
11/7/2000	LAW	Natural Law Party	USS	United States Senator	OKE	Okeechobee			18	18	Simonetta	Joe		39
11/7/2000	LAW	Natural Law Party	USS	United States Senator	ORA	Orange			232	232	Simonetta	Joe		456
11/7/2000	LAW	Natural Law Party	USS	United States Senator	OSC	Osceola			66	66	Simonetta	Joe		418
11/7/2000	LAW	Natural Law Party	USS	United States Senator	PAL	Palm Beach			531	531	Simonetta	Joe		2956
11/7/2000	LAW	Natural Law Party	USS	United States Senator	PAS	Pasco			132	132	Simonetta	Joe		1038
11/7/2000	LAW	Natural Law Party	USS	United States Senator	PIN	Pinellas			345	345	Simonetta	Joe		3296
11/7/2000	LAW	Natural Law Party	USS	United States Senator	POL	Polk			163	163	Simonetta	Joe		377
11/7/2000	LAW	Natural Law Party	USS	United States Senator	PUT	Putnam			50	50	Simonetta	Joe		61
11/7/2000	LAW	Natural Law Party	USS	United States Senator	SAN	Santa Rosa			37	37	Simonetta	Joe		110
11/7/2000	LAW	Natural Law Party	USS	United States Senator	SAR	Sarasota			143	143	Simonetta	Joe		976
11/7/2000	LAW	Natural Law Party	USS	United States Senator	SEM	Seminole			133	133	Simonetta	Joe		282
11/7/2000	LAW	Natural Law Party	USS	United States Senator	STJ	St. Johns			58	58	Simonetta	Joe		271
11/7/2000	LAW	Natural Law Party	USS	United States Senator	STL	St. Lucie			78	78	Simonetta	Joe		365
11/7/2000	LAW	Natural Law Party	USS	United States Senator	SUM	Sumter			24	24	Simonetta	Joe		66
11/7/2000	LAW	Natural Law Party	USS	United States Senator	SUW	Suwannee			16	16	Simonetta	Joe		47
11/7/2000	LAW	Natural Law Party	USS	United States Senator	TAY	Taylor			14	14	Simonetta	Joe		15
11/7/2000	LAW	Natural Law Party	USS	United States Senator	UNI	Union			11	11	Simonetta	Joe		9
11/7/2000	LAW	Natural Law Party	USS	United States Senator	VOL	Volusia			172	172	Simonetta	Joe		374
11/7/2000	LAW	Natural Law Party	USS	United States Senator	WAK	Wakulla			12	12	Simonetta	Joe		28
11/7/2000	LAW	Natural Law Party	USS	United States Senator	WAL	Walton			33	33	Simonetta	Joe		46
11/7/2000	LAW	Natural Law Party	USS	United States Senator	WAS	Washington			16	16	Simonetta	Joe		19
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	ALA	Alachua			53	53	Deckard	Joel		259
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	BAK	Baker			8	8	Deckard	Joel		23
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	BAY	Bay			49	49	Deckard	Joel		143
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	BRA	Bradford			20	20	Deckard	Joel		19
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	BRE	Brevard			177	177	Deckard	Joel		401
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	BRO	Broward			609	609	Deckard	Joel		1804
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	CAL	Calhoun			14	14	Deckard	Joel		16
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	CHA	Charlotte			63	63	Deckard	Joel		138
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	CIT	Citrus			35	35	Deckard	Joel		170
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	CLA	Clay			52	52	Deckard	Joel		204
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	CLL	Collier			96	96	Deckard	Joel		174
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	CLM	Columbia			31	31	Deckard	Joel		64
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	DES	Desoto			15	15	Deckard	Joel		19
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	DIX	Dixie			11	11	Deckard	Joel		17
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	DUV	Duval			268	268	Deckard	Joel		642
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	ESC	Escambia			109	109	Deckard	Joel		535
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	FLA	Flagler			27	27	Deckard	Joel		50
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	FRA	Franklin			8	8	Deckard	Joel		14
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	GAD	Gadsden			16	16	Deckard	Joel		31
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	GIL	Gilchrist			14	14	Deckard	Joel		22
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	GLA	Glades			13	13	Deckard	Joel		8
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	GUL	Gulf			14	14	Deckard	Joel		14
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	HAM	Hamilton			8	8	Deckard	Joel		11
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	HAR	Hardee			12	12	Deckard	Joel		12
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	HEN	Hendry			22	22	Deckard	Joel		16
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	HER	Hernando			51	51	Deckard	Joel		182
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	HIG	Highlands			24	24	Deckard	Joel		83
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	HIL	Hillsborough			320	320	Deckard	Joel		1697
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	HOL	Holmes			17	17	Deckard	Joel		30
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	IND	Indian River			38	38	Deckard	Joel		114
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	JAC	Jackson			28	28	Deckard	Joel		40
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	JEF	Jefferson			13	13	Deckard	Joel		8
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	LAF	Lafayette			5	5	Deckard	Joel		3
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	LAK	Lake			86	86	Deckard	Joel		155
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	LEE	Lee			150	150	Deckard	Joel		399
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	LEO	Leon			95	95	Deckard	Joel		189
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	LEV	Levy			21	21	Deckard	Joel		65
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	LIB	Liberty			8	8	Deckard	Joel		11
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	MAD	Madison			11	11	Deckard	Joel		16
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	MAN	Manatee			135	135	Deckard	Joel		259
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	MRN	Marion			96	96	Deckard	Joel		289
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	MRT	Martin			40	40	Deckard	Joel		168
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	DAD	Miami-Dade			617	617	Deckard	Joel		1395
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	MON	Monroe			33	33	Deckard	Joel		102
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	NAS	Nassau			21	21	Deckard	Joel		67
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	OKA	Okaloosa			48	48	Deckard	Joel		266
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	OKE	Okeechobee			18	18	Deckard	Joel		45
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	ORA	Orange			232	232	Deckard	Joel		453
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	OSC	Osceola			66	66	Deckard	Joel		163
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	PAL	Palm Beach			531	531	Deckard	Joel		1282
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	PAS	Pasco			132	132	Deckard	Joel		814
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	PIN	Pinellas			345	345	Deckard	Joel		1896
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	POL	Polk			163	163	Deckard	Joel		403
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	PUT	Putnam			50	50	Deckard	Joel		61
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	SAN	Santa Rosa			37	37	Deckard	Joel		165
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	SAR	Sarasota			143	143	Deckard	Joel		420
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	SEM	Seminole			133	133	Deckard	Joel		221
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	STJ	St. Johns			58	58	Deckard	Joel		259
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	STL	St. Lucie			78	78	Deckard	Joel		223
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	SUM	Sumter			24	24	Deckard	Joel		43
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	SUW	Suwannee			16	16	Deckard	Joel		40
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	TAY	Taylor			14	14	Deckard	Joel		17
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	UNI	Union			11	11	Deckard	Joel		10
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	VOL	Volusia			172	172	Deckard	Joel		328
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	WAK	Wakulla			12	12	Deckard	Joel		28
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	WAL	Walton			33	33	Deckard	Joel		81
11/7/2000	REF	Reform Party of Florida	USS	United States Senator	WAS	Washington			16	16	Deckard	Joel		23
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	ALA	Alachua			53	53	Martin	Andy		196
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	ALA	Alachua			53	53	Logan	Willie		1735
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	ALA	Alachua			53	53	McCormick	Darrell	L.	426
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BAK	Baker			8	8	Martin	Andy		22
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BAK	Baker			8	8	Logan	Willie		50
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BAK	Baker			8	8	McCormick	Darrell	L.	45
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BAY	Bay			49	49	Martin	Andy		101
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BAY	Bay			49	49	Logan	Willie		358
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BAY	Bay			49	49	McCormick	Darrell	L.	377
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BRA	Bradford			20	20	Martin	Andy		26
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BRA	Bradford			20	20	Logan	Willie		92
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BRA	Bradford			20	20	McCormick	Darrell	L.	62
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BRE	Brevard			177	177	Martin	Andy		260
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BRE	Brevard			177	177	Logan	Willie		2304
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BRE	Brevard			177	177	McCormick	Darrell	L.	507
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BRO	Broward			609	609	Martin	Andy		938
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BRO	Broward			609	609	Logan	Willie		6166
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	BRO	Broward			609	609	McCormick	Darrell	L.	1514
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CAL	Calhoun			14	14	Martin	Andy		12
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CAL	Calhoun			14	14	Logan	Willie		31
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CAL	Calhoun			14	14	McCormick	Darrell	L.	55
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CHA	Charlotte			63	63	Martin	Andy		144
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CHA	Charlotte			63	63	Logan	Willie		746
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CHA	Charlotte			63	63	McCormick	Darrell	L.	336
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CIT	Citrus			35	35	Martin	Andy		142
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CIT	Citrus			35	35	Logan	Willie		948
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CIT	Citrus			35	35	McCormick	Darrell	L.	218
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CLA	Clay			52	52	Martin	Andy		79
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CLA	Clay			52	52	Logan	Willie		561
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CLA	Clay			52	52	McCormick	Darrell	L.	224
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CLL	Collier			96	96	Martin	Andy		145
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CLL	Collier			96	96	Logan	Willie		822
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CLL	Collier			96	96	McCormick	Darrell	L.	336
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CLM	Columbia			31	31	Martin	Andy		71
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CLM	Columbia			31	31	Logan	Willie		255
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	CLM	Columbia			31	31	McCormick	Darrell	L.	107
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	DES	Desoto			15	15	Martin	Andy		26
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	DES	Desoto			15	15	Logan	Willie		127
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	DES	Desoto			15	15	McCormick	Darrell	L.	40
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	DIX	Dixie			11	11	Martin	Andy		20
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	DIX	Dixie			11	11	Logan	Willie		36
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	DIX	Dixie			11	11	McCormick	Darrell	L.	43
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	DUV	Duval			268	268	Martin	Andy		474
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	DUV	Duval			268	268	Logan	Willie		3214
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	DUV	Duval			268	268	McCormick	Darrell	L.	1066
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	ESC	Escambia			109	109	Martin	Andy		157
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	ESC	Escambia			109	109	Logan	Willie		771
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	ESC	Escambia			109	109	McCormick	Darrell	L.	531
11/7/2000	NPA	No Party Affiliation	USS	United States Senator	FLA	Flagler			27	27	Martin	Andy		55
